"NetBSD","x86, 68k, Alpha, x86-64, PPC, SPARC, UltraSPARC, PowerPC, ARM, others","UFS, UFS2, ext2, FAT, ISO 9660, NFS, LFS, UDF, SMBFS, Coda, HFS+ (read only), EFS (read only), NTFS (read only), TMPFS, FUSE, PUFFS (BSD replacement of FUSE), ADOS (AmigaDOS file system), filecorefs (Acorn RISC OS file system), others","Monolithic with modules","No (X.Org or XFree86 included)","pkgsrc, packages","source (CVS, CVSup, rsync) or binary (using sysinst)","BSD, POSIX"
"Ultrix","VAX, PDP-11, MIPS","UFS + others","Monolithic","No (X11 included)","setld","?","BSD, POSIX (4.0 onwards)"
"Tru64 UNIX","Alpha","UFS, AdvFS, ISO 9660, UDF, NFS","Hybrid","Yes (CDE)","setld","dupatch","POSIX, UNIX 98, X11, CDE, others"
"OS X / Darwin","PPC, x86, x86-64, ARM","HFS+ (default), exFAT, HFS, UFS, AFP, ISO 9660, FAT, UDF, NFS, SMBFS, NTFS (read only), FTP, WebDAV, others","Hybrid","Yes (Aqua)","OS X Installer","Software Update","Carbon, Cocoa, BSD/POSIX, CF, X11 (since 10.3)"
"DragonFly BSD","x86-64","HAMMER, UFS, FAT, ISO 9660, NFS, SMBFS, NTFS, ext2, others","Hybrid","No (X.Org available)","dports, pkgng","Git","BSD, POSIX"
"PC-BSD","x86-64","UFS, UFS2, FAT, ISO 9660, NFS, SMBFS, NTFS (read only), ZFS, others","Monolithic with modules","Yes (KDE)","graphical installation wizard, ports tree","CVSup, Portsnap, network binary update (Online Update)","BSD, POSIX, X11, KDE"
"MidnightBSD","x86, x86-64","UFS, UFS2, ext2, FAT, ISO 9660, UDF, NFS, SMBFS, NetWare (nwfs), NTFS (read only), others","Monolithic with modules","No (X.Org available)","ports tree, packages","source CVSup","BSD, POSIX, X11, GNUstep"
"GhostBSD","x86, x86-64","UFS, UFS2, ext2, FAT, ISO 9660, UDF, NFS, SMBFS, NetWare (nwfs), NTFS (limited read-write), ReiserFS (read only), XFS (experimental), ZFS, FUSE, Coda (experimental), AFS, others","Monolithic with modules","Yes (MATE)","ports tree, packages","source (CVSup, portsnap), network binary update (freebsd-update)","BSD, POSIX"
"","Resource access control","Security logging","Subsystem isolation mechanisms","Integrated firewall","Encrypted file systems","Data execution prevention","Data execution prevention"
"","Resource access control","Security logging","Subsystem isolation mechanisms","Integrated firewall","Encrypted file systems","hardware","emulation"
"OS X","Unix, ACLs","syslog, CAPP event auditing, OpenBSM","chroot, sandbox","IPFW2 (deprecated), PF","Yes","Yes","?"
"FreeBSD","Unix, ACLs, MAC","syslog, CAPP event auditing, OpenBSM","chroot, jail, MAC partitions, Capsicum","IPFW2, IPFilter, PF","Yes","Yes","Yes"
"PC-BSD","Unix, ACLs, MAC","?","chroot, jail, MAC Partitions","IPFW2, IPFilter, PF","Yes","Yes","No"
"GhostBSD","Unix, ACLs, MAC","syslog, CAPP event auditing, OpenBSM","chroot, jail, MAC partitions, Capsicum","IPFW2, IPFilter, PF","Yes","Yes","Yes"
"MidnightBSD","Unix, ACLs, MAC","syslog","chroot, jail, MAC partitions","IPFW2, IPFilter, PF","Yes","No","No"
"DragonFly BSD","Unix","syslog","chroot, jail, VKernel","IPFW2, IPFilter, PF","Yes","No","No"
"NetBSD","Unix, Veriexec","syslog","chroot, privilege separation","IPFilter, PF, NPF","Yes","Yes","Yes"
"OpenBSD","Unix","syslog","chroot, systrace, privilege separation","PF","Yes","Yes","Yes"
