"Encryption","Developer","First released","Licensing","Maintained?"
"Sentry 2020","Yes","No","No","No","No","No","No","No","No","/!\ This cell is not defined /!\"
"softraid / RAID C","No","No","No","No","No","No","No","Yes","No","/!\ This cell is not defined /!\"
"SpyProof!","Yes","No","No","No","No","No","No","No","No","/!\ This cell is not defined /!\"
"svnd / vnconfig","No","No","No","No","No","No","No","Yes","No","/!\ This cell is not defined /!\"
"Symantec Endpoint Encryption","Partial","No","No","No","No","Yes","No","No","No","/!\ This cell is not defined /!\"
"tcplay","No","No","No","No","Yes","No","No","No","Yes","No"
"Trend Micro Endpoint Encryption","Yes","No","No","No","No","Yes","No","No","No","No"
"TrueCrypt","Yes","No","No","No","Yes","Yes","No","No","No","Yes"
"USBCrypt","Yes","No","No","No","No","No","No","No","No","No"
"Name","Windows NT-based","Pre-Windows NT","Windows Mobile/Pocket PC","FreeBSD","Linux","Mac OS X","NetBSD","OpenBSD","DragonFly BSD","Android"
"Name","Hidden containers","Pre-boot authentication","Single sign-on","Custom authentication","Multiple keys","Passphrase strengthening","Hardware acceleration","TPM","Filesystems","Two-factor authentication"
"Aloaha Secure Stick","Yes","No","N/A","Yes","Yes","No","No","No","NTFS, FAT32","Yes"
"ArchiCrypt Live","Yes","No","N/A","No","Yes","No","No","No","?","Yes"
"BestCrypt","Yes","Yes","?","No","Yes","Yes","Yes","Yes","Any supported by OS","Yes"
"BitArmor DataControl","No","Yes","?","No","Yes","Yes","No","No","NTFS, FAT32 on non-system volumes","No"
"BitLocker Drive Encryption","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Chiefly NTFS","Yes"
"Bloombase Keyparc","No","No","N/A","Yes","Yes","Yes","Yes","No","?","?"
"CGD","No","No","N/A","Yes","Yes","Yes","No","No","Any supported by OS","Yes"
"CenterTools DriveLock","No","Yes","Yes","No","No","Yes","No","No","Any supported by OS","Yes"
