"2015-01-04";"Comparison_between_Esperanto_and_Ido";"java.lang.ClassCastException: org.diverse.pcm.api.java.impl.FeatureGroupImpl cannot be cast to org.diverse.pcm.api.java.Feature"
"2015-01-04";"Comparison_between_Esperanto_and_Novial";"java.lang.ClassCastException: org.diverse.pcm.api.java.impl.FeatureGroupImpl cannot be cast to org.diverse.pcm.api.java.Feature"
"2015-01-04";"Comparison_between_Ido_and_Novial";"java.lang.ClassCastException: org.diverse.pcm.api.java.impl.FeatureGroupImpl cannot be cast to org.diverse.pcm.api.java.Feature"
"2015-01-04";"Comparison_of_Home_Owners'_and_Civic_Associations";"java.lang.Exception: Empty matrices"
"2015-01-04";"Comparison_of_Power_Management_Software_Suites";"java.lang.Exception: Empty matrices"
"2015-01-04";"Comparison_of_Skype_recorders";"java.lang.Exception: Empty matrices"
"2015-01-04";"Comparison_of_Tryton_and_Open_ERP";"java.lang.Exception: Empty matrices"
"2015-01-04";"Comparison_of_cricket_and_baseball";"java.lang.Exception: Empty matrices"
"2015-01-04";"Comparison_of_dance_video_games";"java.lang.Exception: Empty matrices"
"2015-01-04";"Comparison_of_12-13.3_inch_subnotebooks";"java.lang.Exception: Empty matrices"
"2015-01-04";"Comparison_of_personal_air_vehicles";"java.lang.Exception: Empty matrices"
"2015-01-04";"Comparison_of_programming_languages";"de.fau.cs.osr.ptk.common.VisitingException: java.net.SocketTimeoutException: Read timed out"
"2015-01-04";"Comparison_of_quiz_bowl_formats";"java.lang.Exception: Empty matrices"
"2015-01-04";"Comparison_of_ATI_chipsets";"java.lang.Exception: Empty matrices"
"2015-01-04";"Comparison_of_audio_formats";"java.lang.Exception: Empty matrices"
"2015-01-04";"Comparison_of_AMD_chipsets";"java.lang.Exception: Empty matrices"
"2015-01-04";"Comparison_of_BitTorrent_clients";"de.fau.cs.osr.ptk.common.VisitingException: scalaj.http.HttpException: 503: Service Unavailable"
"2015-01-04";"Comparison_of_Android_devices";"java.lang.Exception: Empty matrices"
"2015-01-04";"Comparison_of_Internet_Relay_Chat_services";"java.lang.Exception: Empty matrices"
"2015-01-04";"Comparison_of_operating_system_kernels";"java.lang.ClassCastException: org.diverse.pcm.api.java.impl.FeatureImpl cannot be cast to org.diverse.pcm.api.java.FeatureGroup"
