"LibreOffice Calc","3.3.0","Windows, Linux, Unix-based systems, Mac OS X, Solaris","LibreOffice","LibreOffice","LGPL","Yes","/!\ This cell is not defined /!\"
"Microsoft Office Excel","2007 SP2","Windows","Microsoft Office","Microsoft","Proprietary","No (different results in validators)",""
"NeoOffice Calc","1.2","Mac OS X","NeoOffice","Patrick Luby and Edward Peterlin","GPL","","Import only"
"NeoOffice Calc","2.2.5","Mac OS X","NeoOffice","Patrick Luby and Edward Peterlin","GPL","Yes",""
"OpenOffice.org Calc","2.0+","Windows, Linux, Unix-based systems, Mac OS X, Solaris","OpenOffice.org","OpenOffice.org","LGPL","Yes",""
"StarOffice Calc","8","Windows, Linux, Solaris","StarOffice","Sun Microsystems","Proprietary","Yes",""
"Zoho Sheet","2006","Any (Web-based)","Standalone","AdventNet","Proprietary","Yes",""
"","Version","Operating systems","Office suite","Developer","License","ISO/IEC 26300:2006","Notes"
"","Version","Operating systems","Office suite","Developer","License","ISO/IEC 26300:2006","Notes"
"Calligra Stage","2.4+","Windows, Mac OS X, Linux, Unix-based systems","Calligra Suite","KDE Project","GPL / LGPL","Yes",""
"IBM Lotus Symphony","1.0+","Windows, Linux, Mac OS X","IBM Lotus Symphony","IBM","Proprietary","Yes",""
"IBM Workplace Documents","2.5+","Any (Web-based)","IBM Workplace Collaboration Services","IBM","Proprietary","","no longer being actively marketed"
"KPresenter / KOffice Showcase","1.4+","Linux, Unix-based systems","KOffice","KDE Project","LGPL","no (not valid)",""
"LibreOffice Impress","3.3.0","Windows, Linux, Unix-based systems, Mac OS X, Solaris","LibreOffice","LibreOffice","LGPL","Yes",""
"Microsoft Office PowerPoint","2007 SP2","Windows","Microsoft Office","Microsoft","Proprietary","Yes",""
"NeoOffice Impress","1.2","Mac OS X","NeoOffice","Patrick Luby and Edward Peterlin","GPL","","Import only"
"NeoOffice Impress","2.2.5","Mac OS X","NeoOffice","Patrick Luby and Edward Peterlin","GPL","Yes",""
"OpenOffice.org Impress","2.0+","Windows, Linux, Unix-based systems, Mac OS X, Solaris","OpenOffice.org","OpenOffice.org","LGPL","Yes",""
"StarOffice Impress","8","Windows, Linux, Solaris","StarOffice","Sun Microsystems","Proprietary","Yes",""
"Zoho Show","2006","Any (Web-based)","Standalone","AdventNet","Proprietary","no (not valid)",""
"","Version","Operating systems","Office suite","Developer","License","ISO/IEC 26300:2006","Notes"
"","Version","Operating systems","Office suite","Developer","License","ISO/IEC 26300:2006","Notes"
"Docvert","4.0b1","Client: any browser (open source or proprietary HTTP clients are compatible with GPLv3 web service interface). Server: Many.","Many","Matthew Holloway","GPLv3","Yes",""
"3BOpenDoc","2.1","Desktop: Any (Web-based) Server: Linux, Windows","Many","3BView","Proprietary","Yes","Server based"
"JODConverter","2.1.1","Windows, Linux, Unix-based systems, Mac OS X","N/A","Art of Solving","LGPL","Yes",""
"","Version","Operating systems","Office suite","Developer","License","ISO/IEC 26300:2006","Notes"
"","Tested software version","ODF version attribute in exported file
office:version=""1.X""","File type","Validation of simple
new document","Notes"
"AbiWord","2.6.4","1.0","ODT","valid",""
"Adobe Buzzword","beta 3, build 600113","1.0","ODT","not valid","(errors in styles.xml and content.xml)"
"EditGrid","11/2008","1.0","ODS","valid",""
"Gnumeric","1.9.3","1.0","ODS","not valid",""
"Google Docs & Spreadsheets","11/2008","1.0","ODT, ODS","valid - ODT,
different results - ODS",""
"IBM Lotus Symphony","1.1.0","1.1","ODT, ODS, ODP","valid",""
"IBM Lotus Symphony","3.0.0 FP2","1.2","ODT, ODS, ODP","",""
"Inkscape","0.4.6","1.0","ODG","not valid",""
"KOffice","1.6.3","attribute is missing","ODT, ODS, ODP","valid - ODT, ODS,
not valid - ODP","ODT, ODS - valid
ODF 1.0 and 1.1"
"KOffice","2.1.2","1.2","ODT, ODS, ODP","",""
"Microsoft Office","2007 SP2","1.1","ODT, ODS, ODP","different results - ODS,
valid - ODT, ODP",""
"Microsoft Office - SUN ODF Plugin","1.2","1.1","ODT, ODS, ODP","valid",""
"Microsoft Office - SUN ODF Plugin","3.1","1.2","ODT, ODS, ODP","",""
"Microsoft Office - OpenXML/ODF Translator Add-in","2.0","attribute is missing","ODT, ODS, ODP","different results - ODT,
valid - ODS,
not valid - ODP","ODF 1.1 implemented"
"NeoOffice","2.2.5","1.0","ODT","not valid - ODT","(error in styles.xml)"
"OpenOffice.org","2.0 - 2.3.0","1.0","ODT, ODS, ODP","valid (tested 2.3.0)",""
"OpenOffice.org","2.3.1 - 2.4.2","1.1","ODT, ODS, ODP","valid",""
"OpenOffice.org","3.0","1.1 and 1.2","ODT, ODS, ODP","valid","adjustable ODF version"
"StarOffice","8.0 product update 10","1.1","ODT, ODS, ODP","valid",""
"RedOffice","4.0","1.0","ODT, ODS, ODP","valid",""
"TextEdit","1.5 (244)","1.0","ODT","different results in validators","(settings.xml is missing)"
"TextMaker","2008 rev.494","1.0","ODT","not valid","(error in styles.xml)"
"TextMaker","2010","1.0","ODT","Yes",""
"WordPad","6.1 (2009)","attribute is missing","ODT","different results in validators","(settings.xml is missing - ODF 1.0/1.1 validation)"
"Zoho Office Suite","11/2008","1.0","ODT, ODS, ODP","valid - ODT, ODS,
not valid - ODP",""
"","Tested software version","ODF version attribute in exported file
office:version=""1.X""","File type","Validation of simple
new document","Notes"
