"Product line","Nintendo 3DS","Nintendo 3DS","Nintendo 3DS","Nintendo DS","Nintendo DS","Nintendo DS","Nintendo DS","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\"
"Name","Nintendo 2DS","Nintendo 3DS XL","Nintendo 3DS","Nintendo DSi XL","Nintendo DSi","Nintendo DS Lite","Nintendo DS","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\"
"Logo","","","130px","130px","130px","130px","130px","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\"
"Console","150px|Nintendo 2DS","150px|Nintendo 3DS XL","150px|Nintendo 3DS","","","","","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\"
"In production","Current","Current","Current","Discontinued","Discontinued","Discontinued","Discontinued","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\"
"Generation","Eighth generation","Eighth generation","Eighth generation","Seventh generation","Seventh generation","Seventh generation","Seventh generation","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\"
"Release date","","","","","","","","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\"
"Launch price","US$129.99
£109.99","¥18,900
US$199.99
€199.99
£179.99
A$249.95","¥25,000
US$249.99
€249.99
£209.99
A$349.95","¥20,000
US$189.99
€179.99
£159.99
A$299.95","¥18,900
US$169.99
€169.99
£149.99
A$299.95","¥16,800
US$129.99
€149.99
£99.99
A$199.95","¥15,000
US$149.99
€149.99
£99.99
A$199.95","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\"
"Current price","Same as the launch price.","Same as the launch price.","¥15,000 
US$169.99 
€169.99
£119.99","¥18,000
US$129.99
€129.99","¥15,000
US$99.99
€99.99","Discontinued","Discontinued","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\"
"Units shipped","Worldwide: 42.74 million (as of December 31, 2013)","Worldwide: 42.74 million (as of December 31, 2013)","Worldwide: 42.74 million (as of December 31, 2013)","Worldwide: 153.98 million (as of December 31, 2013)","Worldwide: 153.98 million (as of December 31, 2013)","Worldwide: 153.98 million (as of December 31, 2013)","Worldwide: 153.98 million (as of December 31, 2013)","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\"
"Best-selling game","Pokemon X and Y, 12 million units (as of July 7, 2012)","Pokemon X and Y, 12 million units (as of July 7, 2012)","Pokemon X and Y, 12 million units (as of July 7, 2012)","New Super Mario Bros., 30.38 million units (as of July 7, 2012)","New Super Mario Bros., 30.38 million units (as of July 7, 2012)","New Super Mario Bros., 30.38 million units (as of July 7, 2012)","New Super Mario Bros., 30.38 million units (as of July 7, 2012)","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\"
"3D enabled","No","Yes (adjustable depth)","Yes (adjustable depth)","No","No","No","No","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\"
"Display","3.52 in (90 mm)","Autostereoscopic (3D) 4.88 in (124 mm)","Autostereoscopic (3D) 3.53 in (90 mm)","4.2 in (107 mm)","3.25 in (83 mm)","3.12 in (79 mm)","3.0 in (76 mm)","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\"
"Display","Upper: 800 × 240 px (400 × 240 WQVGA per eye)","Upper: 800 × 240 px (400 × 240 WQVGA per eye)","Upper: 800 × 240 px (400 × 240 WQVGA per eye)","256 × 192 px (both screens)","256 × 192 px (both screens)","256 × 192 px (both screens)","256 × 192 px (both screens)","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\"
"Display","Lower: 320 × 240 QVGA","Lower: 320 × 240 QVGA","Lower: 320 × 240 QVGA","256 × 192 px (both screens)","256 × 192 px (both screens)","256 × 192 px (both screens)","256 × 192 px (both screens)","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\"
"Display","approximately 16.77 million colors","approximately 16.77 million colors","approximately 16.77 million colors","262,144 colors","262,144 colors","262,144 colors","262,144 colors","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\"
"Display","5 brightness levels","5 brightness levels","5 brightness levels","5 brightness levels","5 brightness levels","4 brightness levels","Backlight On/Off toggle","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\"
"Processor","Dual-core ARM11","Dual-core ARM11","Dual-core ARM11","133 MHz ARM9 and 33 MHz ARM7","133 MHz ARM9 and 33 MHz ARM7","67 MHz ARM946E-S and 33 MHz ARM7TDMI","67 MHz ARM946E-S and 33 MHz ARM7TDMI","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\"
"Graphics","Digital Media Professionals PICA200","Digital Media Professionals PICA200","Digital Media Professionals PICA200","Nintendo proprietary","Nintendo proprietary","Nintendo proprietary","Nintendo proprietary","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\"
"Memory","128 MB FCRAM","128 MB FCRAM","128 MB FCRAM","16 MB PSRAM","16 MB PSRAM","4 MB SRAM
(expandable via Game Boy Advance slot)","4 MB SRAM
(expandable via Game Boy Advance slot)","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\"
"Camera","One front-facing and two outward-facing 0.3 MP (VGA) sensors","One front-facing and two outward-facing 0.3 MP (VGA) sensors","One front-facing and two outward-facing 0.3 MP (VGA) sensors","Front-facing and outward-facing 0.3 MP sensors","Front-facing and outward-facing 0.3 MP sensors","None","None","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\"
"Storage","4 GB SD Card included
(expandable up to 128 GB via SD/SDHC/SDXC cards)","4 GB SD Card included
(expandable up to 128 GB via SD/SDHC/SDXC cards)","2 GB SD Card included
(expandable up to 128 GB via SD/SDHC/SDXC cards)","Expandable up to 32 GB via SD/SDHC card slot","Expandable up to 32 GB via SD/SDHC card slot","None","None","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\"
"Physical media","Nintendo 3DS Game Card (1-8 GB) 
Nintendo DS Game Card (8-512 MB)","Nintendo 3DS Game Card (1-8 GB) 
Nintendo DS Game Card (8-512 MB)","Nintendo 3DS Game Card (1-8 GB) 
Nintendo DS Game Card (8-512 MB)","Nintendo DS Game Card (8-512 MB)","Nintendo DS Game Card (8-512 MB)","Nintendo DS Game Card (8-512 MB)
Game Boy Advance Game Cartridge (2-32 MB)","Nintendo DS Game Card (8-512 MB)
Game Boy Advance Game Cartridge (2-32 MB)","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\"
"Input controls","D-pad
Circle Pad (2× with add-on)
A/B/X/Y, L/R, and START/SELECT buttons
Home button
Touchscreen
Microphone
Camera
Wireless switch
Motion sensor
Gyro sensor","D-pad
Circle Pad (2× with add-on)
A/B/X/Y, L/R, and START/SELECT buttons
Home button
Touchscreen
Microphone
Camera
Wireless switch
Motion sensor
Gyro sensor","D-pad
Circle Pad (2× with add-on)
A/B/X/Y, L/R, and START/SELECT buttons
Home button
Touchscreen
Microphone
Camera
Wireless switch
Motion sensor
Gyro sensor","D-pad
A/B/X/Y, L/R, and START/SELECT buttons
Touchscreen
Microphone
Camera","D-pad
A/B/X/Y, L/R, and START/SELECT buttons
Touchscreen
Microphone
Camera","D-pad
A/B/X/Y, L/R, and START/SELECT buttons
Touchscreen
Microphone","D-pad
A/B/X/Y, L/R, and START/SELECT buttons
Touchscreen
Microphone","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\"
"Battery","???? mAh lithium-ion battery3.5–5.5 hours (determined by screen brightness, Wi-Fi and sound volume)","1750 mAh lithium-ion battery3.5–6.5 hours (determined by screen brightness, Wi-Fi, sound volume, and 3D effect)","1300 mAh lithium-ion battery3–5 hours (determined by screen brightness, Wi-Fi, sound volume, and 3D effect)","1050 mAh lithium-ion battery13–17 hours (on the lowest brightness setting)
4–5 hours (on the brightest)","840 mAh lithium-ion battery9–14 hours (on the lowest brightness setting)
3–4 hours (on the brightest)","1000 mAh lithium-ion battery15–19 hours (on the lowest brightness setting)
5–8 hours (on the brightest)","850 mAh lithium-ion battery6–10 hours
(determined by screen brightness, wireless, and sound volume)","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\"
"Battery","5–9 hours for DS compatibility mode","6–10 hours for DS compatibility mode","5–8 hours for DS compatibility mode","1050 mAh lithium-ion battery13–17 hours (on the lowest brightness setting)
4–5 hours (on the brightest)","840 mAh lithium-ion battery9–14 hours (on the lowest brightness setting)
3–4 hours (on the brightest)","1000 mAh lithium-ion battery15–19 hours (on the lowest brightness setting)
5–8 hours (on the brightest)","850 mAh lithium-ion battery6–10 hours
(determined by screen brightness, wireless, and sound volume)","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\"
"Connectivity","Integrated 802.11b/g	
IR port","Integrated 802.11b/g	
IR port","Integrated 802.11b/g	
IR port","Integrated 802.11b/g
 (only compatible with WEP or unencrypted networks while playing regular Nintendo DS games)","Integrated 802.11b/g
 (only compatible with WEP or unencrypted networks while playing regular Nintendo DS games)","Integrated 802.11 (legacy mode)
 (only compatible with WEP or unencrypted networks)","Integrated 802.11 (legacy mode)
 (only compatible with WEP or unencrypted networks)","Integrated 802.11 (legacy mode)
 (only compatible with WEP or unencrypted networks)","Integrated 802.11 (legacy mode)
 (only compatible with WEP or unencrypted networks)"
"Stylus","96 mm (3.8 in) long","96 mm (3.8 in) long","Extendable up to 100 mm (3.9 in) long","96 mm (3.8 in) long × 4.9 mm (0.19 in) wide","92 mm (3.6 in) long × 4.9 mm (0.19 in) wide","87.5 mm (3.44 in) long × 4.9 mm (0.19 in) wide","75 mm (3.0 in) long × 4 mm (0.16 in) wide","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\"
"Weight","260 grams (9.2 oz)","336 grams (11.9 oz)","235 grams (8.3 oz)","314 grams (11.1 oz)","214 grams (7.5 oz)","218 grams (7.7 oz)","275 grams (9.7 oz)","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\"
"Dimensions","144 mm (5.7 in) W 
127 mm (5.0 in) D20.3 mm (0.80 in) H","156 mm (6.1 in) W 
93 mm (3.7 in) D 
22 mm (0.87 in) H","134 mm (5.3 in) W 
74 mm (2.9 in) D 
22 mm (0.87 in) H","161 mm (6.3 in) W 
91.4 mm (3.60 in) D 
21.2 mm (0.83 in) H","137 mm (5.4 in) W 
74.9 mm (2.95 in) D 
18.9 mm (0.74 in) H","133 mm (5.2 in) W 
73.9 mm (2.91 in) D 
21.5 mm (0.85 in) H","148.7 mm (5.85 in) W 
84.7 mm (3.33 in) D 
28.9 mm (1.14 in) H","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\"
"Colors and styles","List of Nintendo 3DS colors and styles","List of Nintendo 3DS colors and styles","List of Nintendo 3DS colors and styles","List of Nintendo DS colors and styles","List of Nintendo DS colors and styles","List of Nintendo DS colors and styles","List of Nintendo DS colors and styles","/!\ This cell is not defined /!\","/!\ This cell is not defined /!\"
